日付,設備,製品,シフト,生産数量,停止時間(秒),原因,チョコ停回数,総停止時間,停止率(%),回数/1000個
2026-01-02,NC-01,プレートC,夜勤,923,18,材料詰まり,10,1064,3.6944444444444446,10.834236186348862
2026-01-02,NC-01,角物B,夜勤,923,140,作業者リセット,10,1064,3.6944444444444446,10.834236186348862
2026-01-02,NC-01,プレートC,昼勤,923,170,位置ズレ,10,1064,3.6944444444444446,10.834236186348862
2026-01-02,NC-01,角物B,昼勤,923,173,作業者リセット,10,1064,3.6944444444444446,10.834236186348862
2026-01-02,NC-01,プレートC,昼勤,923,121,材料詰まり,10,1064,3.6944444444444446,10.834236186348862
2026-01-02,NC-02,プレートC,昼勤,1148,57,位置ズレ,13,1083,3.760416666666667,11.32404181184669
2026-01-02,NC-02,プレートC,昼勤,1148,154,材料詰まり,13,1083,3.760416666666667,11.32404181184669
2026-01-02,NC-02,角物B,夜勤,1148,128,材料詰まり,13,1083,3.760416666666667,11.32404181184669
2026-01-02,NC-02,プレートC,昼勤,1148,118,センサー誤検知,13,1083,3.760416666666667,11.32404181184669
2026-01-02,NC-02,プレートC,夜勤,1148,30,センサー誤検知,13,1083,3.760416666666667,11.32404181184669
2026-01-02,NC-02,プレートC,夜勤,1148,70,センサー誤検知,13,1083,3.760416666666667,11.32404181184669
2026-01-02,NC-02,角物B,昼勤,1148,58,材料詰まり,13,1083,3.760416666666667,11.32404181184669
2026-01-02,NC-02,プレートC,夜勤,1148,55,原因不明,13,1083,3.760416666666667,11.32404181184669
2026-01-02,NC-02,丸物A,夜勤,1148,46,原因不明,13,1083,3.760416666666667,11.32404181184669
2026-01-02,NC-02,丸物A,夜勤,1148,104,原因不明,13,1083,3.760416666666667,11.32404181184669
2026-01-02,NC-02,プレートC,夜勤,1148,169,作業者リセット,13,1083,3.760416666666667,11.32404181184669
2026-01-02,NC-02,プレートC,夜勤,1148,27,センサー誤検知,13,1083,3.760416666666667,11.32404181184669
2026-01-02,NC-02,角物B,夜勤,1148,67,原因不明,13,1083,3.760416666666667,11.32404181184669
2026-01-02,MC-01,角物B,夜勤,913,29,位置ズレ,15,1231,4.274305555555555,16.42935377875137
2026-01-02,MC-01,プレートC,昼勤,913,151,作業者リセット,15,1231,4.274305555555555,16.42935377875137
2026-01-02,MC-01,プレートC,昼勤,913,101,センサー誤検知,15,1231,4.274305555555555,16.42935377875137
2026-01-02,MC-01,角物B,昼勤,913,95,材料詰まり,15,1231,4.274305555555555,16.42935377875137
2026-01-02,MC-01,角物B,夜勤,913,134,作業者リセット,15,1231,4.274305555555555,16.42935377875137
2026-01-02,MC-01,角物B,昼勤,913,58,材料詰まり,15,1231,4.274305555555555,16.42935377875137
2026-01-02,MC-01,丸物A,昼勤,913,63,センサー誤検知,15,1231,4.274305555555555,16.42935377875137
2026-01-02,MC-01,丸物A,昼勤,913,17,作業者リセット,15,1231,4.274305555555555,16.42935377875137
2026-01-02,MC-01,角物B,昼勤,913,15,材料詰まり,15,1231,4.274305555555555,16.42935377875137
2026-01-02,MC-01,丸物A,夜勤,913,108,位置ズレ,15,1231,4.274305555555555,16.42935377875137
2026-01-02,MC-01,プレートC,昼勤,913,133,位置ズレ,15,1231,4.274305555555555,16.42935377875137
2026-01-02,MC-01,角物B,昼勤,913,129,材料詰まり,15,1231,4.274305555555555,16.42935377875137
2026-01-02,MC-01,丸物A,夜勤,913,99,材料詰まり,15,1231,4.274305555555555,16.42935377875137
2026-01-02,MC-01,丸物A,昼勤,913,32,センサー誤検知,15,1231,4.274305555555555,16.42935377875137
2026-01-02,MC-01,プレートC,夜勤,913,67,原因不明,15,1231,4.274305555555555,16.42935377875137
2026-01-02,MC-02,角物B,夜勤,895,78,材料詰まり,12,1293,4.489583333333334,13.40782122905028
2026-01-02,MC-02,丸物A,昼勤,895,153,材料詰まり,12,1293,4.489583333333334,13.40782122905028
2026-01-02,MC-02,角物B,昼勤,895,109,材料詰まり,12,1293,4.489583333333334,13.40782122905028
2026-01-02,MC-02,角物B,昼勤,895,32,材料詰まり,12,1293,4.489583333333334,13.40782122905028
2026-01-02,MC-02,プレートC,夜勤,895,109,材料詰まり,12,1293,4.489583333333334,13.40782122905028
2026-01-02,MC-02,丸物A,夜勤,895,156,センサー誤検知,12,1293,4.489583333333334,13.40782122905028
2026-01-02,MC-02,プレートC,夜勤,895,78,位置ズレ,12,1293,4.489583333333334,13.40782122905028
2026-01-02,MC-02,角物B,昼勤,895,137,位置ズレ,12,1293,4.489583333333334,13.40782122905028
2026-01-02,MC-02,丸物A,昼勤,895,133,材料詰まり,12,1293,4.489583333333334,13.40782122905028
2026-01-02,MC-02,丸物A,昼勤,895,110,位置ズレ,12,1293,4.489583333333334,13.40782122905028
2026-01-02,MC-02,丸物A,昼勤,895,177,原因不明,12,1293,4.489583333333334,13.40782122905028
2026-01-02,MC-02,角物B,昼勤,895,21,材料詰まり,12,1293,4.489583333333334,13.40782122905028
2026-01-02,GR-01,プレートC,夜勤,1041,171,材料詰まり,4,577,2.0034722222222223,3.842459173871278
2026-01-02,GR-01,丸物A,昼勤,1041,67,位置ズレ,4,577,2.0034722222222223,3.842459173871278
2026-01-02,GR-01,丸物A,昼勤,1041,166,材料詰まり,4,577,2.0034722222222223,3.842459173871278
2026-01-02,GR-01,丸物A,夜勤,1041,173,材料詰まり,4,577,2.0034722222222223,3.842459173871278
2026-01-03,NC-01,角物B,夜勤,991,39,原因不明,10,999,3.4687500000000004,10.090817356205854
2026-01-03,NC-01,丸物A,昼勤,991,121,センサー誤検知,10,999,3.4687500000000004,10.090817356205854
2026-01-03,NC-01,丸物A,昼勤,991,28,センサー誤検知,10,999,3.4687500000000004,10.090817356205854
2026-01-03,NC-01,プレートC,夜勤,991,156,材料詰まり,10,999,3.4687500000000004,10.090817356205854
2026-01-03,NC-01,角物B,昼勤,991,137,センサー誤検知,10,999,3.4687500000000004,10.090817356205854
2026-01-03,NC-01,プレートC,夜勤,991,153,センサー誤検知,10,999,3.4687500000000004,10.090817356205854
2026-01-03,NC-01,丸物A,夜勤,991,34,センサー誤検知,10,999,3.4687500000000004,10.090817356205854
2026-01-03,NC-01,丸物A,昼勤,991,62,作業者リセット,10,999,3.4687500000000004,10.090817356205854
2026-01-03,NC-01,角物B,昼勤,991,118,原因不明,10,999,3.4687500000000004,10.090817356205854
2026-01-03,NC-01,丸物A,昼勤,991,151,センサー誤検知,10,999,3.4687500000000004,10.090817356205854
2026-01-03,NC-02,丸物A,昼勤,1014,74,作業者リセット,20,2190,7.604166666666666,19.723865877712033
2026-01-03,NC-02,角物B,夜勤,1014,80,原因不明,20,2190,7.604166666666666,19.723865877712033
2026-01-03,NC-02,角物B,昼勤,1014,168,センサー誤検知,20,2190,7.604166666666666,19.723865877712033
2026-01-03,NC-02,プレートC,昼勤,1014,100,材料詰まり,20,2190,7.604166666666666,19.723865877712033
2026-01-03,NC-02,丸物A,夜勤,1014,135,センサー誤検知,20,2190,7.604166666666666,19.723865877712033
2026-01-03,NC-02,丸物A,昼勤,1014,135,材料詰まり,20,2190,7.604166666666666,19.723865877712033
2026-01-03,NC-02,プレートC,昼勤,1014,114,位置ズレ,20,2190,7.604166666666666,19.723865877712033
2026-01-03,NC-02,プレートC,夜勤,1014,101,原因不明,20,2190,7.604166666666666,19.723865877712033
2026-01-03,NC-02,丸物A,夜勤,1014,122,材料詰まり,20,2190,7.604166666666666,19.723865877712033
2026-01-03,NC-02,丸物A,夜勤,1014,126,原因不明,20,2190,7.604166666666666,19.723865877712033
2026-01-03,NC-02,角物B,昼勤,1014,70,材料詰まり,20,2190,7.604166666666666,19.723865877712033
2026-01-03,NC-02,丸物A,夜勤,1014,173,センサー誤検知,20,2190,7.604166666666666,19.723865877712033
2026-01-03,NC-02,角物B,昼勤,1014,56,位置ズレ,20,2190,7.604166666666666,19.723865877712033
2026-01-03,NC-02,角物B,夜勤,1014,168,原因不明,20,2190,7.604166666666666,19.723865877712033
2026-01-03,NC-02,丸物A,昼勤,1014,12,原因不明,20,2190,7.604166666666666,19.723865877712033
2026-01-03,NC-02,角物B,夜勤,1014,21,原因不明,20,2190,7.604166666666666,19.723865877712033
2026-01-03,NC-02,角物B,夜勤,1014,161,位置ズレ,20,2190,7.604166666666666,19.723865877712033
2026-01-03,NC-02,角物B,夜勤,1014,173,センサー誤検知,20,2190,7.604166666666666,19.723865877712033
2026-01-03,NC-02,丸物A,夜勤,1014,37,材料詰まり,20,2190,7.604166666666666,19.723865877712033
2026-01-03,NC-02,丸物A,昼勤,1014,164,位置ズレ,20,2190,7.604166666666666,19.723865877712033
2026-01-03,MC-01,丸物A,昼勤,1011,39,作業者リセット,8,853,2.961805555555556,7.912957467853611
2026-01-03,MC-01,角物B,昼勤,1011,128,センサー誤検知,8,853,2.961805555555556,7.912957467853611
2026-01-03,MC-01,丸物A,昼勤,1011,155,原因不明,8,853,2.961805555555556,7.912957467853611
2026-01-03,MC-01,丸物A,夜勤,1011,94,位置ズレ,8,853,2.961805555555556,7.912957467853611
2026-01-03,MC-01,丸物A,昼勤,1011,68,作業者リセット,8,853,2.961805555555556,7.912957467853611
2026-01-03,MC-01,プレートC,昼勤,1011,107,材料詰まり,8,853,2.961805555555556,7.912957467853611
2026-01-03,MC-01,角物B,夜勤,1011,158,材料詰まり,8,853,2.961805555555556,7.912957467853611
2026-01-03,MC-01,プレートC,昼勤,1011,104,位置ズレ,8,853,2.961805555555556,7.912957467853611
2026-01-03,MC-02,角物B,夜勤,822,81,材料詰まり,11,916,3.1805555555555554,13.381995133819952
2026-01-03,MC-02,角物B,夜勤,822,127,作業者リセット,11,916,3.1805555555555554,13.381995133819952
2026-01-03,MC-02,角物B,夜勤,822,63,原因不明,11,916,3.1805555555555554,13.381995133819952
2026-01-03,MC-02,プレートC,昼勤,822,66,センサー誤検知,11,916,3.1805555555555554,13.381995133819952
2026-01-03,MC-02,丸物A,夜勤,822,160,作業者リセット,11,916,3.1805555555555554,13.381995133819952
2026-01-03,MC-02,プレートC,夜勤,822,75,作業者リセット,11,916,3.1805555555555554,13.381995133819952
2026-01-03,MC-02,角物B,夜勤,822,47,位置ズレ,11,916,3.1805555555555554,13.381995133819952
2026-01-03,MC-02,プレートC,夜勤,822,88,センサー誤検知,11,916,3.1805555555555554,13.381995133819952
2026-01-03,MC-02,丸物A,夜勤,822,61,センサー誤検知,11,916,3.1805555555555554,13.381995133819952
2026-01-03,MC-02,プレートC,夜勤,822,88,センサー誤検知,11,916,3.1805555555555554,13.381995133819952
2026-01-03,MC-02,丸物A,夜勤,822,60,位置ズレ,11,916,3.1805555555555554,13.381995133819952
2026-01-03,GR-01,プレートC,昼勤,937,160,材料詰まり,9,650,2.256944444444444,9.6051227321238
2026-01-03,GR-01,丸物A,昼勤,937,127,位置ズレ,9,650,2.256944444444444,9.6051227321238
2026-01-03,GR-01,丸物A,夜勤,937,105,センサー誤検知,9,650,2.256944444444444,9.6051227321238
2026-01-03,GR-01,プレートC,昼勤,937,70,材料詰まり,9,650,2.256944444444444,9.6051227321238
2026-01-03,GR-01,角物B,昼勤,937,14,材料詰まり,9,650,2.256944444444444,9.6051227321238
2026-01-03,GR-01,丸物A,昼勤,937,31,材料詰まり,9,650,2.256944444444444,9.6051227321238
2026-01-03,GR-01,角物B,昼勤,937,21,材料詰まり,9,650,2.256944444444444,9.6051227321238
2026-01-03,GR-01,プレートC,昼勤,937,87,材料詰まり,9,650,2.256944444444444,9.6051227321238
2026-01-03,GR-01,丸物A,夜勤,937,35,作業者リセット,9,650,2.256944444444444,9.6051227321238
2026-01-04,NC-01,丸物A,昼勤,1038,45,作業者リセット,3,138,0.47916666666666663,2.8901734104046244
2026-01-04,NC-01,角物B,夜勤,1038,56,センサー誤検知,3,138,0.47916666666666663,2.8901734104046244
2026-01-04,NC-01,角物B,昼勤,1038,37,センサー誤検知,3,138,0.47916666666666663,2.8901734104046244
2026-01-04,NC-02,プレートC,夜勤,953,47,センサー誤検知,10,644,2.2361111111111107,10.493179433368311
2026-01-04,NC-02,角物B,昼勤,953,128,センサー誤検知,10,644,2.2361111111111107,10.493179433368311
2026-01-04,NC-02,角物B,夜勤,953,26,材料詰まり,10,644,2.2361111111111107,10.493179433368311
2026-01-04,NC-02,丸物A,夜勤,953,53,材料詰まり,10,644,2.2361111111111107,10.493179433368311
2026-01-04,NC-02,プレートC,昼勤,953,34,位置ズレ,10,644,2.2361111111111107,10.493179433368311
2026-01-04,NC-02,プレートC,夜勤,953,118,センサー誤検知,10,644,2.2361111111111107,10.493179433368311
2026-01-04,NC-02,丸物A,夜勤,953,43,センサー誤検知,10,644,2.2361111111111107,10.493179433368311
2026-01-04,NC-02,丸物A,夜勤,953,92,センサー誤検知,10,644,2.2361111111111107,10.493179433368311
2026-01-04,NC-02,プレートC,夜勤,953,35,位置ズレ,10,644,2.2361111111111107,10.493179433368311
2026-01-04,NC-02,丸物A,昼勤,953,68,原因不明,10,644,2.2361111111111107,10.493179433368311
2026-01-04,MC-01,角物B,夜勤,1088,103,材料詰まり,3,347,1.2048611111111112,2.7573529411764706
2026-01-04,MC-01,丸物A,昼勤,1088,104,材料詰まり,3,347,1.2048611111111112,2.7573529411764706
2026-01-04,MC-01,丸物A,夜勤,1088,140,センサー誤検知,3,347,1.2048611111111112,2.7573529411764706
2026-01-04,MC-02,丸物A,夜勤,1022,35,材料詰まり,9,705,2.4479166666666665,8.806262230919765
2026-01-04,MC-02,プレートC,夜勤,1022,163,材料詰まり,9,705,2.4479166666666665,8.806262230919765
2026-01-04,MC-02,プレートC,昼勤,1022,29,材料詰まり,9,705,2.4479166666666665,8.806262230919765
2026-01-04,MC-02,角物B,昼勤,1022,99,作業者リセット,9,705,2.4479166666666665,8.806262230919765
2026-01-04,MC-02,丸物A,昼勤,1022,135,材料詰まり,9,705,2.4479166666666665,8.806262230919765
2026-01-04,MC-02,角物B,夜勤,1022,12,材料詰まり,9,705,2.4479166666666665,8.806262230919765
2026-01-04,MC-02,角物B,夜勤,1022,19,センサー誤検知,9,705,2.4479166666666665,8.806262230919765
2026-01-04,MC-02,角物B,夜勤,1022,139,材料詰まり,9,705,2.4479166666666665,8.806262230919765
2026-01-04,MC-02,丸物A,昼勤,1022,74,材料詰まり,9,705,2.4479166666666665,8.806262230919765
2026-01-04,GR-01,丸物A,夜勤,1064,49,位置ズレ,11,992,3.4444444444444446,10.338345864661653
2026-01-04,GR-01,角物B,夜勤,1064,20,作業者リセット,11,992,3.4444444444444446,10.338345864661653
2026-01-04,GR-01,丸物A,昼勤,1064,39,作業者リセット,11,992,3.4444444444444446,10.338345864661653
2026-01-04,GR-01,角物B,夜勤,1064,92,位置ズレ,11,992,3.4444444444444446,10.338345864661653
2026-01-04,GR-01,角物B,昼勤,1064,141,材料詰まり,11,992,3.4444444444444446,10.338345864661653
2026-01-04,GR-01,プレートC,夜勤,1064,155,作業者リセット,11,992,3.4444444444444446,10.338345864661653
2026-01-04,GR-01,丸物A,夜勤,1064,23,作業者リセット,11,992,3.4444444444444446,10.338345864661653
2026-01-04,GR-01,プレートC,昼勤,1064,106,位置ズレ,11,992,3.4444444444444446,10.338345864661653
2026-01-04,GR-01,プレートC,昼勤,1064,162,センサー誤検知,11,992,3.4444444444444446,10.338345864661653
2026-01-04,GR-01,プレートC,昼勤,1064,62,原因不明,11,992,3.4444444444444446,10.338345864661653
2026-01-04,GR-01,プレートC,夜勤,1064,143,材料詰まり,11,992,3.4444444444444446,10.338345864661653
2026-01-05,NC-01,角物B,夜勤,841,42,材料詰まり,8,696,2.4166666666666665,9.512485136741974
2026-01-05,NC-01,角物B,昼勤,841,19,センサー誤検知,8,696,2.4166666666666665,9.512485136741974
2026-01-05,NC-01,プレートC,昼勤,841,127,作業者リセット,8,696,2.4166666666666665,9.512485136741974
2026-01-05,NC-01,プレートC,昼勤,841,118,材料詰まり,8,696,2.4166666666666665,9.512485136741974
2026-01-05,NC-01,プレートC,夜勤,841,145,材料詰まり,8,696,2.4166666666666665,9.512485136741974
2026-01-05,NC-01,プレートC,昼勤,841,85,作業者リセット,8,696,2.4166666666666665,9.512485136741974
2026-01-05,NC-01,角物B,昼勤,841,124,位置ズレ,8,696,2.4166666666666665,9.512485136741974
2026-01-05,NC-01,プレートC,夜勤,841,36,材料詰まり,8,696,2.4166666666666665,9.512485136741974
2026-01-05,NC-02,プレートC,夜勤,1129,120,位置ズレ,10,866,3.006944444444444,8.857395925597874
2026-01-05,NC-02,丸物A,夜勤,1129,109,原因不明,10,866,3.006944444444444,8.857395925597874
2026-01-05,NC-02,角物B,昼勤,1129,46,位置ズレ,10,866,3.006944444444444,8.857395925597874
2026-01-05,NC-02,丸物A,夜勤,1129,101,センサー誤検知,10,866,3.006944444444444,8.857395925597874
2026-01-05,NC-02,丸物A,夜勤,1129,60,位置ズレ,10,866,3.006944444444444,8.857395925597874
2026-01-05,NC-02,角物B,昼勤,1129,20,センサー誤検知,10,866,3.006944444444444,8.857395925597874
2026-01-05,NC-02,角物B,昼勤,1129,158,材料詰まり,10,866,3.006944444444444,8.857395925597874
2026-01-05,NC-02,角物B,昼勤,1129,66,材料詰まり,10,866,3.006944444444444,8.857395925597874
2026-01-05,NC-02,丸物A,昼勤,1129,124,センサー誤検知,10,866,3.006944444444444,8.857395925597874
2026-01-05,NC-02,丸物A,昼勤,1129,62,材料詰まり,10,866,3.006944444444444,8.857395925597874
2026-01-05,MC-01,角物B,昼勤,953,161,センサー誤検知,9,1005,3.4895833333333335,9.44386149003148
2026-01-05,MC-01,丸物A,昼勤,953,97,材料詰まり,9,1005,3.4895833333333335,9.44386149003148
2026-01-05,MC-01,角物B,昼勤,953,159,材料詰まり,9,1005,3.4895833333333335,9.44386149003148
2026-01-05,MC-01,丸物A,昼勤,953,58,材料詰まり,9,1005,3.4895833333333335,9.44386149003148
2026-01-05,MC-01,プレートC,昼勤,953,157,センサー誤検知,9,1005,3.4895833333333335,9.44386149003148
2026-01-05,MC-01,丸物A,夜勤,953,113,センサー誤検知,9,1005,3.4895833333333335,9.44386149003148
2026-01-05,MC-01,プレートC,昼勤,953,150,センサー誤検知,9,1005,3.4895833333333335,9.44386149003148
2026-01-05,MC-01,丸物A,昼勤,953,71,材料詰まり,9,1005,3.4895833333333335,9.44386149003148
2026-01-05,MC-01,プレートC,夜勤,953,39,作業者リセット,9,1005,3.4895833333333335,9.44386149003148
2026-01-05,MC-02,丸物A,昼勤,1056,119,センサー誤検知,10,1052,3.6527777777777777,9.469696969696969
2026-01-05,MC-02,角物B,昼勤,1056,64,材料詰まり,10,1052,3.6527777777777777,9.469696969696969
2026-01-05,MC-02,丸物A,昼勤,1056,102,センサー誤検知,10,1052,3.6527777777777777,9.469696969696969
2026-01-05,MC-02,プレートC,昼勤,1056,76,材料詰まり,10,1052,3.6527777777777777,9.469696969696969
2026-01-05,MC-02,プレートC,昼勤,1056,81,材料詰まり,10,1052,3.6527777777777777,9.469696969696969
2026-01-05,MC-02,プレートC,夜勤,1056,76,作業者リセット,10,1052,3.6527777777777777,9.469696969696969
2026-01-05,MC-02,角物B,夜勤,1056,171,作業者リセット,10,1052,3.6527777777777777,9.469696969696969
2026-01-05,MC-02,丸物A,夜勤,1056,129,作業者リセット,10,1052,3.6527777777777777,9.469696969696969
2026-01-05,MC-02,角物B,昼勤,1056,151,材料詰まり,10,1052,3.6527777777777777,9.469696969696969
2026-01-05,MC-02,プレートC,昼勤,1056,83,材料詰まり,10,1052,3.6527777777777777,9.469696969696969
2026-01-05,GR-01,角物B,夜勤,946,29,位置ズレ,9,751,2.607638888888889,9.513742071881607
2026-01-05,GR-01,プレートC,夜勤,946,146,センサー誤検知,9,751,2.607638888888889,9.513742071881607
2026-01-05,GR-01,丸物A,夜勤,946,95,作業者リセット,9,751,2.607638888888889,9.513742071881607
2026-01-05,GR-01,角物B,昼勤,946,167,センサー誤検知,9,751,2.607638888888889,9.513742071881607
2026-01-05,GR-01,角物B,昼勤,946,137,材料詰まり,9,751,2.607638888888889,9.513742071881607
2026-01-05,GR-01,角物B,昼勤,946,23,位置ズレ,9,751,2.607638888888889,9.513742071881607
2026-01-05,GR-01,角物B,夜勤,946,34,材料詰まり,9,751,2.607638888888889,9.513742071881607
2026-01-05,GR-01,丸物A,昼勤,946,13,材料詰まり,9,751,2.607638888888889,9.513742071881607
2026-01-05,GR-01,プレートC,夜勤,946,107,材料詰まり,9,751,2.607638888888889,9.513742071881607
2026-01-06,NC-01,丸物A,昼勤,945,95,材料詰まり,7,616,2.138888888888889,7.407407407407407
2026-01-06,NC-01,角物B,夜勤,945,143,位置ズレ,7,616,2.138888888888889,7.407407407407407
2026-01-06,NC-01,丸物A,昼勤,945,62,材料詰まり,7,616,2.138888888888889,7.407407407407407
2026-01-06,NC-01,角物B,夜勤,945,163,センサー誤検知,7,616,2.138888888888889,7.407407407407407
2026-01-06,NC-01,角物B,昼勤,945,55,材料詰まり,7,616,2.138888888888889,7.407407407407407
2026-01-06,NC-01,プレートC,夜勤,945,60,材料詰まり,7,616,2.138888888888889,7.407407407407407
2026-01-06,NC-01,プレートC,夜勤,945,38,センサー誤検知,7,616,2.138888888888889,7.407407407407407
2026-01-06,NC-02,丸物A,昼勤,963,90,センサー誤検知,14,1357,4.711805555555556,14.537902388369679
2026-01-06,NC-02,丸物A,昼勤,963,163,センサー誤検知,14,1357,4.711805555555556,14.537902388369679
2026-01-06,NC-02,丸物A,昼勤,963,49,位置ズレ,14,1357,4.711805555555556,14.537902388369679
2026-01-06,NC-02,プレートC,昼勤,963,113,センサー誤検知,14,1357,4.711805555555556,14.537902388369679
2026-01-06,NC-02,プレートC,夜勤,963,140,材料詰まり,14,1357,4.711805555555556,14.537902388369679
2026-01-06,NC-02,プレートC,昼勤,963,111,センサー誤検知,14,1357,4.711805555555556,14.537902388369679
2026-01-06,NC-02,丸物A,昼勤,963,53,作業者リセット,14,1357,4.711805555555556,14.537902388369679
2026-01-06,NC-02,プレートC,昼勤,963,26,原因不明,14,1357,4.711805555555556,14.537902388369679
2026-01-06,NC-02,プレートC,夜勤,963,56,材料詰まり,14,1357,4.711805555555556,14.537902388369679
2026-01-06,NC-02,丸物A,夜勤,963,158,作業者リセット,14,1357,4.711805555555556,14.537902388369679
2026-01-06,NC-02,プレートC,昼勤,963,34,原因不明,14,1357,4.711805555555556,14.537902388369679
2026-01-06,NC-02,角物B,昼勤,963,163,材料詰まり,14,1357,4.711805555555556,14.537902388369679
2026-01-06,NC-02,プレートC,昼勤,963,41,位置ズレ,14,1357,4.711805555555556,14.537902388369679
2026-01-06,NC-02,角物B,夜勤,963,160,センサー誤検知,14,1357,4.711805555555556,14.537902388369679
2026-01-06,MC-01,丸物A,夜勤,1190,168,センサー誤検知,11,1274,4.423611111111111,9.243697478991598
2026-01-06,MC-01,角物B,昼勤,1190,140,位置ズレ,11,1274,4.423611111111111,9.243697478991598
